FECHA ,ID LOCAL ,NOMBRE LOCAL,COMUNA ,LOCALIDAD ,DIRECCION ,HORA APERTURA ,HORA CIERRE ,TELEFONO ,LATITUD ,LONGITUD ,DIA FUNCIONAMIENTO ,FK REGION ,FK COMUNA ,FK LOCALIDAD 
"06-08-21","47","CRUZ VERDE","QUILPUE","QUILPUE","CLAUDIO VICUÑA  N° 806","10:00:00","19:00:00","+56322543547","-33.0467154903615","-71.4425741779638","viernes","6","70","33"
"06-08-21","49","DR. SIMI","QUILPUE","QUILPUE","VICUÑA MACKENNA 777-D","09:00:00","21:00:00","+56322910271","-33.0469722019005","-71.4446583344707","viernes","6","70","33"
"06-08-21","50","ECOFARMACIAS","QUILPUE","QUILPUE","BLANCO N° 937","09:30:00","21:30:00","+5641127","-33.0461466762891","-71.440770493147","viernes","6","70","33"
"06-08-21","51","ECOFARMACIAS","QUILPUE","QUILPUE","PORTALES N° 776","09:00:00","22:00:00","+5641405","-33.0475305612827","-71.4423932657459","viernes","6","70","33"
"06-08-21","52","ECOFARMACIAS","QUILPUE","QUILPUE","CLAUDIO VICUÑA N ° 651","09:00:00","21:30:00","+56392911449","-33.0461424876854","-71.4428260122648","viernes","6","70","33"
"06-08-21","53","KNOP","QUILPUE","QUILPUE","THOMPSON N° 1491","09:00:00","19:00:00","+56322910016","-33.0540703706198","-71.4385800611601","viernes","6","70","33"
"06-08-21","54","KNOP","QUILPUE","QUILPUE","CLAUDIO VICUÑA  N° 928","09:00:00","21:00:00","+560322917566","-33.0473658292568","-71.4415964291615","viernes","6","70","33"
"06-08-21","55","SALCOBRAND","QUILPUE","QUILPUE","CLAUDIO VICUÑA N° 790","09:00:00","20:00:00","+56322913769","-33.0465241401074","-71.4426759575431","viernes","6","70","33"
"06-08-21","56","CRUZ VERDE","QUILPUE","QUILPUE","RAMÓN FREIRE N° 2414, LOCAL 1028, BELLOTO","08:30:00","18:00:00","+56332984011","-33.0450095219052","-71.4218638538971","viernes","6","70","33"
"06-08-21","57","CRUZ VERDE","QUILPUE","QUILPUE","AV. CLAUDIO VICUÑA N° 791","08:30:00","18:30:00","+56322924381","-33.0464004865427","-71.4425440645484","viernes","6","70","33"
"06-08-21","58","CRUZ VERDE","QUILPUE","QUILPUE","AV. FREIRE N° 471, VILLA HILTON BELLOTO","08:30:00","18:30:00","+56322943523","-33.0464773594431","-71.4042596331478","viernes","6","70","33"
"06-08-21","59","AHUMADA","QUILPUE","LOS PINOS","LAS BARRANCAS 2491 L 3C Y  4D","08:30:00","20:00:00","+5632232740640","-33.0661975068523","-71.4228941507292","viernes","6","70","54"
"06-08-21","61","ECONOMICA","PUCHUNCAVI","PUCHUNCAVI","SANTIAGO TORRES N° 149 PUCHUNCAVI","09:00:00","19:30:00","+56322791499","-32.7264534554681","-71.4141798241623","viernes","6","67","30"
"06-08-21","63","CRUZ VERDE","QUINTERO","QUINTERO","CABO ORTIZ N° 189","08:30:00","18:30:00","+56322931269","-32.784714476685","-71.5274971892257","viernes","6","71","34"
"06-08-21","64","CRUZ VERDE","QUINTERO","QUINTERO","AV.NORMANDIE  N° 2017","09:00:00","19:30:00","+56322932008","-32.7864956335481","-71.5272593704619","viernes","6","71","34"
"06-08-21","65","ECONOMICA","QUINTERO","QUINTERO","PILOTO ALCAYAGA  N° 1919","09:00:00","19:00:00","+56322932576","-32.7856824763479","-71.526446430538","viernes","6","71","34"
"06-08-21","67","DR. SIMI","QUINTERO","QUINTERO","AV. NORMADIE 2065","09:00:00","20:00:00","+56322934798","-32.7868576166224","-71.5271948887773","viernes","6","71","34"
"06-08-21","68","AHUMADA","VILLA ALEMANA","VILLA ALEMANA","AV. VALPARAISO N° 702","09:00:00","19:30:00","+560026313159","-33.0441804145477","-71.3740159557867","viernes","6","79","40"
"06-08-21","70","DR. SIMI","VILLA ALEMANA","VILLA ALEMANA","LATORRE N° 17, LOCAL 1","09:00:00","20:00:00","+56322157245","-33.0439831572132","-71.3739571291521","viernes","6","79","40"
"06-08-21","71","ECOFARMACIAS","VILLA ALEMANA","VILLA ALEMANA","AV.VALPARAISO N° 855","09:00:00","22:00:00","+56322541409","-33.0444421989303","-71.3763676925287","viernes","6","79","40"
"06-08-21","72","ECOFARMACIAS","VILLA ALEMANA","VILLA ALEMANA","LATORRE N° 51","09:00:00","20:30:00","+56322959620","-33.0432588449444","-71.3736379119588","viernes","6","79","40"
"06-08-21","73","SALCOBRAND","VILLA ALEMANA","VILLA ALEMANA","LATORRE N° 2 Y 6","09:00:00","18:30:00","+5632224223300anexo5040","-33.0442033292095","-71.3737596169375","viernes","6","79","40"
"06-08-21","75","CRUZ VERDE","VILLA ALEMANA","VILLA ALEMANA","AV. VALPARAÍSO N° 664","08:30:00","18:30:00","+56322957566","-33.0442018537089","-71.3733634400135","viernes","6","79","40"
"06-08-21","76","SALCOBRAND","VILLA ALEMANA","VILLA ALEMANA","AV. VALPARAÍSO N° 1982, LOCAL N°7","09:00:00","22:00:00","+56322944340","-33.0452510168172","-71.3906612023864","viernes","6","79","40"
"06-08-21","77","CRUZ VERDE","VILLA ALEMANA","VILLA ALEMANA","AV. VALPARAÍSO N° 691","08:30:00","18:30:00","+56322533462","-33.044428690768","-71.3742367487894","viernes","6","79","40"
"06-08-21","79","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO N° 505 C/ETCHEVERS","08:30:00","20:00:00","+56026313141","-33.0244643890036","-71.5553861351216","viernes","6","80","28"
"06-08-21","81","AHUMADA","VIÑA DEL MAR","VIÑA DEL MAR URGENCIA 2","AV. LIBERTAD N° 335","00:00:00","00:00:00","+560226313145","-33.0189172526154","-71.5510733225955","viernes","6","80","447"
"06-08-21","82","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","ALVAREZ  N° 1398","08:30:00","20:00:00","+56026313146","-33.0286217850587","-71.5434428351174","viernes","6","80","28"
"06-08-21","83","AHUMADA","VIÑA DEL MAR","REÑACA","AV.RAFAEL SOTOMAYOR N°230","09:00:00","19:00:00","+56026313153","-32.9707421611196","-71.5426159694221","viernes","6","80","36"
"06-08-21","84","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO 720","08:30:00","20:00:00","+56020226313226","-33.0250661872842","-71.5524172340872","viernes","6","80","28"
"06-08-21","85","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","1 NORTE N° 2901 L - 4018 (JUMBO)","08:30:00","19:00:00","+56026313238","-33.0355737409604","-71.5239136592369","viernes","6","80","28"
"06-08-21","87","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","QUILLOTA N° 441","08:30:00","19:00:00","+56026313281","-33.0183395945727","-71.5466899723292","viernes","6","80","28"
"06-08-21","88","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","15 NORTE N° 961 L- 115-118","08:30:00","19:00:00","+56026313371","-33.0076875960076","-71.5459662600821","viernes","6","80","28"
"06-08-21","89","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","15 NORTE N° 961 L - 248","09:00:00","19:00:00","+56026313403","-33.0077437841787","-71.545422102375","viernes","6","80","28"
"06-08-21","91","AHUMADA","VIÑA DEL MAR","REÑACA","AV. EDMUNDO ELUCHANS N° 1850 L-1","09:00:00","20:00:00","+56026313809","-32.9579725184071","-71.544036119172","viernes","6","80","36"
"06-08-21","93","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO N° 640","08:30:00","18:30:00","+56322714701","-33.0249400954808","-71.553291283807","viernes","6","80","28"
"06-08-21","94","CRUZ VERDE","VIÑA DEL MAR","VIÑA DEL MAR URGENCIA","AV. VALPARAISO N° 404","00:00:00","00:00:00","+56322714044","-33.024369299178","-71.5569460874684","viernes","6","80","41"
"06-08-21","95","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AV.LIBERTAD N° 1348 L-22","10:30:00","21:30:00","+56322382207","-33.0084699139327","-71.5482788748867","viernes","6","80","28"
"06-08-21","96","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO N° 298","08:30:00","17:30:00","+56322710470","-33.0241566039091","-71.5585240426752","viernes","6","80","28"
"06-08-21","97","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AV.LIBERTAD  N° 825","08:30:00","18:30:00","+56322976948","-33.0139055209759","-71.5501155466152","viernes","6","80","28"
"06-08-21","98","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","QUILLOTA N° 493","08:30:00","18:30:00","+56322680656","-33.0181329872639","-71.5466519206006","viernes","6","80","28"
"06-08-21","99","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AV.VALPARAISO N° 598","08:30:00","18:30:00","+56322698083","-33.0248238853323","-71.5541228020944","viernes","6","80","28"
"06-08-21","100","CRUZ VERDE","VIÑA DEL MAR","RECREO","J.M.CARRERA  N° 201","08:30:00","18:30:00","+56322620782","-33.0275549545313","-71.5734684105632","viernes","6","80","35"
"06-08-21","102","CRUZ VERDE","VIÑA DEL MAR","REÑACA","ANGAMOS  N° 242 L- 1","09:00:00","18:30:00","+56322836951","-32.9717818854296","-71.5420360444942","viernes","6","80","36"
"06-08-21","103","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","ALVARES N° 314","08:30:00","18:30:00","+56322623883","-33.0257966641689","-71.5585714561149","viernes","6","80","28"
"06-08-21","104","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AVDA. 1 NORTE Nº 2901 L- 4054","08:30:00","18:00:00","+56322674406","-33.0358323438944","-71.5236105946685","viernes","6","80","28"
"06-08-21","106","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","4 PONIENTE N° 332","08:30:00","20:30:00","+56322994810","-33.0183650474587","-71.5555846480366","viernes","6","80","28"
"06-08-21","107","DR. SIMI","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO 940","09:00:00","20:00:00","+56322157233","-33.0256260447808","-71.5484088339143","viernes","6","80","28"
"06-08-21","108","DR. SIMI","VIÑA DEL MAR","PLAN DE VIÑA","AVDA. VALPARAISO N° 426-432","09:00:00","20:00:00","+56322157237","-33.0244719120854","-71.5563389570447","viernes","6","80","28"
"06-08-21","110","DR. SIMI","VIÑA DEL MAR","PLAN DE VIÑA","AV 15 NORTE 960","09:00:00","20:00:00","+56323288087","-33.0086941314005","-71.5452460885678","viernes","6","80","28"
"06-08-21","112","GALENICA","VIÑA DEL MAR","PLAN DE VIÑA","ARLEGUI N° 580 L - 7 OF. 201","09:00:00","17:45:00","+56322766221","-33.0236943992421","-71.5542400534807","viernes","6","80","28"
"06-08-21","113","HAHNEMANN","VIÑA DEL MAR","PLAN DE VIÑA","ARLEGUI N° 443, L - 2","09:30:00","20:00:00","+56322693919","-33.0233129575313","-71.556134230226","viernes","6","80","28"
"06-08-21","114","MICKMAN","VIÑA DEL MAR","PLAN DE VIÑA","QUILLOTA N° 423","09:30:00","18:00:00","+56322688928","-33.0186727984426","-71.5467102608011","viernes","6","80","28"
"06-08-21","115","KNOP","VIÑA DEL MAR","PLAN DE VIÑA","AVDA. VALPARAISO N° 329","09:00:00","21:00:00","+56322710645","-33.0240939488286","-71.5580619865277","viernes","6","80","28"
"06-08-21","117","NOVASALUD","VIÑA DEL MAR","PLAN DE VIÑA","AV.LIBERTAD N° 80","09:00:00","17:30:00","+56322545640","-33.0216857152332","-71.551056782581","viernes","6","80","28"
"06-08-21","119","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","5 ORIENTE N° 58","09:00:00","20:00:00","+56322882052","-33.0230380159395","-71.5448878583282","viernes","6","80","28"
"06-08-21","120","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","LIBERTAD N° 1348 L-39 MALL MARINA","10:30:00","21:30:00","+56322688074","-33.0087217966138","-71.5483075259855","viernes","6","80","28"
"06-08-21","121","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","AVDA. VALPARAISO N° 490","09:00:00","20:00:00","+56322465189","-33.0245718914748","-71.5558601902845","viernes","6","80","28"
"06-08-21","124","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","AVDA. LIBERTAD N° 1217-1223","09:00:00","20:00:00","+56322696214","-33.0098795135676","-71.5490150470122","viernes","6","80","28"
"06-08-21","125","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO N° 616","08:30:00","18:30:00","+56322465193","-33.0248792377136","-71.5536213359781","viernes","6","80","28"
"06-08-21","126","SALCOBRAND","VIÑA DEL MAR","REÑACA","AVDA.BORGOÑO N° 14410","09:00:00","19:00:00","+56322833912","-32.9726899757208","-71.5439340847724","viernes","6","80","36"
"06-08-21","127","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","AVDA. VALPARAISO N° 532","09:00:00","20:00:00","+56322695892","-33.0246971243391","-71.5550289375734","viernes","6","80","28"
"06-08-21","128","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","AV. LIBERTAD N° 800 - 828","09:00:00","20:00:00","+56322691341","-33.0141538103662","-71.5494377574511","viernes","6","80","28"
"06-08-21","129","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","JORGE MONTT N° 2300 LAS SALINAS","09:00:00","20:00:00","+56322691142","-32.9995668458723","-71.5480120435948","viernes","6","80","28"
"06-08-21","130","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","3 NORTE N° 464 ( INT. MEGASALUD )","09:00:00","18:30:00","+56322683206","-33.0201718355505","-71.5540955916006","viernes","6","80","28"
"06-08-21","132","SEREY ","VIÑA DEL MAR","PLAN DE VIÑA","VALPARAISO N° 694, LOCAL 6","10:00:00","20:00:00","+56322466075","-33.0249936928335","-71.5528753937371","viernes","6","80","28"
"06-08-21","134","VILLANELO  ","VIÑA DEL MAR","PLAN DE VIÑA","VILLANELO N° 255","10:00:00","20:00:00","+56322711040","-33.0250783431149","-71.557105718071","viernes","6","80","28"
"06-08-21","135","VIÑAMARINA","VIÑA DEL MAR","PLAN DE VIÑA","ARLEGUI N° 616","10:00:00","20:00:00","+56322714657","-33.0238084195243","-71.5535155162474","viernes","6","80","28"
"06-08-21","136","LIGA CONTRA LA EPILEPSIA","VIÑA DEL MAR","PLAN DE VIÑA","ARLEGUI N° 646 OF. 201","09:00:00","14:00:00","+56322881554","-33.0238793831336","-71.5531322426683","viernes","6","80","28"
"06-08-21","137","DR. SIMI","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAÍSO 683","07:00:00","22:00:00","+56322979177","-33.0248218200772","-71.5529025464465","viernes","6","80","28"
"06-08-21","138","FARMAMED ","VIÑA DEL MAR","PLAN DE VIÑA","ARLEGUI N°914","09:30:00","16:00:00","+56322972403","-33.0245291085226","-71.5486983515312","viernes","6","80","28"
"06-08-21","139","ECOFARMACIAS","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO 421","09:00:00","17:30:00","+56322270434","-33.02430356829","-71.5566337898516","viernes","6","80","28"
"06-08-21","140","AHUMADA","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO N°1070 L 2116","08:30:00","19:00:00","+56026313696","-33.0260329858954","-71.547467928192","viernes","6","80","28"
"06-08-21","141","CRUZ VERDE","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO 1070 L 3008","08:30:00","18:30:00","+56322713659","-33.025889459082","-71.5474316858611","viernes","6","80","28"
"06-08-21","142","ECOFARMACIAS","VIÑA DEL MAR","PLAN DE VIÑA","AV. VALPARAISO 206","09:00:00","17:30:00","+56322270436","-33.0237975033751","-71.5597659514479","viernes","6","80","28"
"06-08-21","143","SALCOBRAND","VIÑA DEL MAR","PLAN DE VIÑA","AV. LIBERTAD 269 L 101","09:00:00","20:00:00","+56322979237","-33.0200786267391","-71.5511603069411","viernes","6","80","28"
"06-08-21","151","ALMENDRAL","VALPARAISO","PLAN VALPARAISO","CHACABUCO Nº 2797","09:00:00","18:00:00","+56322212199","-33.0462505887932","-71.6071151397763","viernes","6","78","2"
"06-08-21","154","CRUZ VERDE","VALPARAISO","PLAN VALPARAISO","AV. PEDRO MONTT N° 2705","08:30:00","18:30:00","+56322214500","-33.0472612758337","-71.6079371834462","viernes","6","78","2"
"06-08-21","156","CRUZ VERDE","VALPARAISO","PLAN VALPARAISO","AV. ARGENTINA N° 51 LOCAL N° 2003","08:30:00","18:00:00","+56322593663","-33.0440619428576","-71.6048452560041","viernes","6","78","2"
"06-08-21","158","CRUZ VERDE","VALPARAISO","PLACILLA","OBISPO VALDEZ SUBERCASEAUX  N° 1170 LOCAL 6 Y 7 PLACILLA","08:30:00","19:30:00","+56392292916","-33.1187010681137","-71.5713998255228","viernes","6","78","27"
"06-08-21","159","CRUZ VERDE","VALPARAISO","PLACILLA","AV. CARDENAL SAMORE Nº2335 LOCAL 1862 PLACILLA","08:30:00","18:30:00","+56322294849","-33.1308194738605","-71.5652699333018","viernes","6","78","27"
"06-08-21","160","CRUZ VERDE","VALPARAISO","PLAN VALPARAISO","CONDELL Nº 1202","09:00:00","17:00:00","+56322236113","-33.0437324291283","-71.6244267194351","viernes","6","78","2"
"06-08-21","161","CRUZ VERDE","VALPARAISO","PLAN VALPARAISO","AV. PEDRO MONTT Nº 2498","09:00:00","21:00:00","+56322210981","-33.0474816175073","-71.6099028859431","viernes","6","78","2"
"06-08-21","163","CRUZ VERDE","VALPARAISO","PLAN VALPARAISO","SOTOMAYOR N° 160","09:00:00","17:00:00","+56322237022","-33.0382715977082","-71.6289855241279","viernes","6","78","2"
"06-08-21","164","DR. SIMI","VALPARAISO","PLAN VALPARAISO","CONDELL Nº1509  LOCAL  2","08:00:00","19:00:00","+56322157243","-33.046159219172","-71.6213619359347","viernes","6","78","2"
"06-08-21","165","DR. SIMI","VALPARAISO","PLAN VALPARAISO","BELLAVISTA Nº 464","08:00:00","19:00:00","+56322157240","-33.0446690976693","-71.623619477189","viernes","6","78","2"
"06-08-21","167","GALENICA","VALPARAISO","PLAN VALPARAISO","AV. PEDRO MONTT N° 2060","09:00:00","21:00:00","+5602 25947939","-33.0471602357967","-71.615342743841","viernes","6","78","2"
"06-08-21","168","IBERIA","VALPARAISO","PLAN VALPARAISO","VICTORIA Nº 3092","09:00:00","17:00:00","+56322255096","-33.0507821994016","-71.6029768890481","viernes","6","78","2"
"06-08-21","170","PLAYA ANCHA","VALPARAISO","PLAYA ANCHA","AV. PLAYA ANCHA Nº 172","11:00:00","19:00:00","+56322281196","-33.0305960866369","-71.6355116007441","viernes","6","78","29"
"06-08-21","171","PORTEÑA","VALPARAISO","PLAN VALPARAISO","AV.ARGENTINA Nº 301","10:30:00","21:30:00","+56322469579","-33.0459667624514","-71.6043018366816","viernes","6","78","2"
"06-08-21","172","NACIONAL","VALPARAISO","PLAYA ANCHA","AV. PLAYA ANCHA Nº 257","10:00:00","18:00:00","+56322156469","-33.0300071527984","-71.6365002173736","viernes","6","78","29"
"06-08-21","173","REDFARMA","VALPARAISO","PLAN VALPARAISO","CONDELL 1205","10:00:00","20:30:00","+56322216434","-33.0436526830044","-71.6243601197905","viernes","6","78","2"
"06-08-21","174","ECONOMIKA","VALPARAISO","PLAN VALPARAISO","SERRANO Nº 301","09:00:00","19:00:00","+56322210871","-33.0367735067177","-71.6303326058118","viernes","6","78","2"
"06-08-21","175","SALCOBRAND","VALPARAISO","PLAN VALPARAISO","AV. PEDRO MONTT Nº 1804","08:30:00","19:30:00","+5632224223300 anexo 5008","-33.0468653162703","-71.6182246219675","viernes","6","78","2"
"06-08-21","179","SALCOBRAND","VALPARAISO","PLAN VALPARAISO","AV. PEDRO MONTT Nº  1898","09:00:00","19:00:00","+5632224223300 ANEXO 5376","-33.0469954632607","-71.6171792932502","viernes","6","78","2"
"06-08-21","180","SALCOBRAND ","VALPARAISO","PLAN VALPARAISO","AV. ARGENTINA N° 51 LOCAL N° 2027","08:30:00","18:00:00","+5632224223300 anexo 5422","-33.0443615400056","-71.6047470240116","viernes","6","78","2"
"06-08-21","181","BOTICA SALCOBRAND","VALPARAISO","PLAN VALPARAISO","PLAZA ANIBAL PINTO 1191-1199 LC 1 Y 2","08:30:00","20:00:00","+5632224223300 anexo 5469","-33.0431865973987","-71.6242285286204","viernes","6","78","2"
"06-08-21","182","KNOP","VALPARAISO","PLAN VALPARAISO","AV. BRASIL 1302","09:00:00","18:00:00","+56322214391","-33.0442766675741","-71.6229869102183","viernes","6","78","2"
"06-08-21","183","KNOP","VALPARAISO","PLAN VALPARAISO","AV. PEDRO MONTT Nº 1842 LOCAL A - 102","09:00:00","18:00:00","+56322236692","-33.0469452672565","-71.6178522815687","viernes","6","78","2"
"06-08-21","184","KNOP","VALPARAISO","PLAN VALPARAISO","AV. ARGENTINA N° 241","09:00:00","18:00:00","+56322259091","-33.0454941691382","-71.604480623043","viernes","6","78","2"
"06-08-21","185","MAS SALUD","VALPARAISO","PLAN VALPARAISO","CONDEL Nº 1525","11:00:00","19:30:00","+56322226556","-33.0461876014906","-71.6212985423217","viernes","6","78","2"
